race,lap,short_name,id,team,engine,grid_position,quali_time,lap_position,lap_time,gap_to_leader,position,points,fastest_s1,fastest_s2,fastest_s3,ideal_time,s1_speed,s2_speed,s3_speed,speed_trap,tyre,pit_time,tyre_num,used,tyre_age,pit_this_lap,next_pit
Bahrain,26,NOR,842,McLaren,Mercedes M13 E,13,92.008,20.0,99.351,108.043,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,2,0,41
Bahrain,27,NOR,842,McLaren,Mercedes M13 E,13,92.008,20.0,99.175,108.433,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,3,0,41
Bahrain,28,NOR,842,McLaren,Mercedes M13 E,13,92.008,20.0,99.042,108.424,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,4,0,41
Bahrain,29,NOR,842,McLaren,Mercedes M13 E,13,92.008,20.0,98.874,108.411,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,5,0,41
Bahrain,30,NOR,842,McLaren,Mercedes M13 E,13,92.008,20.0,99.251,108.241,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,6,0,41
Bahrain,31,NOR,842,McLaren,Mercedes M13 E,13,92.008,20.0,99.184,105.947,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,7,0,41
Bahrain,32,NOR,842,McLaren,Mercedes M13 E,13,92.008,19.0,101.449,99.946,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,8,0,41
Bahrain,33,NOR,842,McLaren,Mercedes M13 E,13,92.008,19.0,99.161,97.192,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,9,0,41
Bahrain,34,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,100.104,97.263,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,10,0,41
Bahrain,35,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,100.844,101.606,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,11,0,41
Bahrain,36,NOR,842,McLaren,Mercedes M13 E,13,92.008,16.0,100.766,105.811,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,12,0,41
Bahrain,37,NOR,842,McLaren,Mercedes M13 E,13,92.008,16.0,99.657,108.805,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,13,0,41
Bahrain,38,NOR,842,McLaren,Mercedes M13 E,13,92.008,16.0,99.679,111.861,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,14,0,41
Bahrain,39,NOR,842,McLaren,Mercedes M13 E,13,92.008,15.0,99.677,114.599,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,15,0,41
Bahrain,40,NOR,842,McLaren,Mercedes M13 E,13,92.008,15.0,101.799,119.591,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Hardnew,0.0,3,0,16,0,41
Bahrain,41,NOR,842,McLaren,Mercedes M13 E,13,92.008,16.0,102.153,124.7,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softnew,27.367,1,0,0,1,45
Bahrain,42,NOR,842,McLaren,Mercedes M13 E,13,92.008,19.0,120.713,148.373,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softnew,0.0,1,0,1,0,45
Bahrain,43,NOR,842,McLaren,Mercedes M13 E,13,92.008,18.0,97.204,148.231,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softnew,0.0,1,0,2,0,45
Bahrain,44,NOR,842,McLaren,Mercedes M13 E,13,92.008,18.0,105.936,156.658,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softnew,0.0,1,0,3,0,45
Bahrain,45,NOR,842,McLaren,Mercedes M13 E,13,92.008,16.0,132.35,191.595,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,24.975,1,1,0,1,0
Bahrain,46,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,143.748,210.192,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,1,0,0
Bahrain,47,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,119.069,165.415,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,2,0,0
Bahrain,48,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,114.67,128.721,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,3,0,0
Bahrain,49,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,99.907,82.407,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,4,0,0
Bahrain,50,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,98.098,36.076,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,5,0,0
Bahrain,51,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,96.988,38.494,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,6,0,0
Bahrain,52,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,97.208,40.675,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,7,0,0
Bahrain,53,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,97.468,43.016,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,8,0,0
Bahrain,54,NOR,842,McLaren,Mercedes M13 E,13,92.008,17.0,98.018,45.605,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,9,0,0
Bahrain,55,NOR,842,McLaren,Mercedes M13 E,13,92.008,16.0,98.66,48.838,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,10,0,0
Bahrain,56,NOR,842,McLaren,Mercedes M13 E,13,92.008,16.0,98.987,52.152,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,11,0,0
Bahrain,57,NOR,842,McLaren,Mercedes M13 E,13,92.008,15.0,100.556,56.335,15,0,30.991,41.954,23.72,96.665,235.0,260.5,290.5,325.0,Softused,0.0,1,1,12,0,0
Bahrain,0,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,0.0,0.0,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,0,0,14
Bahrain,1,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,111.134,12.064,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,1,0,14
Bahrain,2,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,102.298,16.509,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,2,0,14
Bahrain,3,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,101.668,19.905,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,3,0,14
Bahrain,4,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,101.947,23.438,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,4,0,14
Bahrain,5,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,101.678,26.645,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,5,0,14
Bahrain,6,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,102.945,30.878,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,6,0,14
Bahrain,7,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,102.065,34.108,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,7,0,14
Bahrain,8,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,101.931,37.088,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,8,0,14
Bahrain,9,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,102.473,40.754,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,9,0,14
Bahrain,10,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,102.678,44.309,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,10,0,14
Bahrain,11,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,102.822,47.825,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,11,0,14
Bahrain,12,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,103.492,52.061,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,12,0,14
Bahrain,13,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,103.36,56.142,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,13,0,14
Bahrain,14,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,105.315,61.828,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,24.457,1,0,0,1,32
Bahrain,15,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,118.534,78.321,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,1,0,32
Bahrain,16,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,99.239,59.9,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,2,0,32
Bahrain,17,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,99.655,62.035,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,3,0,32
Bahrain,18,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,100.272,64.673,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,4,0,32
Bahrain,19,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,100.245,67.51,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,5,0,32
Bahrain,20,LAT,841,Williams,Mercedes M13 E,20,93.634,17.0,100.489,70.437,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,6,0,32
Bahrain,21,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,101.735,74.365,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,7,0,32
Bahrain,22,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,101.036,77.649,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,8,0,32
Bahrain,23,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,101.284,81.159,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,9,0,32
Bahrain,24,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,101.118,84.364,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,10,0,32
Bahrain,25,LAT,841,Williams,Mercedes M13 E,20,93.634,17.0,101.031,87.334,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,11,0,32
Bahrain,26,LAT,841,Williams,Mercedes M13 E,20,93.634,17.0,101.161,90.124,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,12,0,32
Bahrain,27,LAT,841,Williams,Mercedes M13 E,20,93.634,17.0,101.182,92.521,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,13,0,32
Bahrain,28,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,102.81,96.28,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,14,0,32
Bahrain,29,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,102.572,99.965,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,15,0,32
Bahrain,30,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,101.888,102.717,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,16,0,32
Bahrain,31,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,102.106,103.06,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softnew,0.0,1,0,17,0,32
Bahrain,32,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,104.577,100.187,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,24.778,2,0,0,1,45
Bahrain,33,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,123.32,121.592,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,1,0,45
Bahrain,34,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,99.285,120.844,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,2,0,45
Bahrain,35,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,99.763,124.106,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,3,0,45
Bahrain,36,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,99.455,127.0,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,4,0,45
Bahrain,37,LAT,841,Williams,Mercedes M13 E,20,93.634,20.0,101.384,131.721,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,5,0,45
Bahrain,38,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,99.891,134.989,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,6,0,45
Bahrain,39,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,100.258,138.308,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,7,0,45
Bahrain,40,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,100.219,141.72,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,8,0,45
Bahrain,41,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,99.797,144.473,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,9,0,45
Bahrain,42,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,99.937,147.37,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,10,0,45
Bahrain,43,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,100.899,150.923,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,11,0,45
Bahrain,44,LAT,841,Williams,Mercedes M13 E,20,93.634,19.0,111.928,165.342,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Mediumnew,0.0,2,0,12,0,45
Bahrain,45,LAT,841,Williams,Mercedes M13 E,20,93.634,17.0,131.603,199.532,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,24.658,1,1,0,1,0
Bahrain,46,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,138.301,212.682,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,1,0,0
Bahrain,47,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,120.201,169.037,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,2,0,0
Bahrain,48,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,113.396,131.069,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,3,0,0
Bahrain,49,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,98.651,83.499,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,4,0,0
Bahrain,50,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,98.335,37.405,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,5,0,0
Bahrain,51,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,98.251,41.086,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,6,0,0
Bahrain,52,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,98.466,44.525,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,7,0,0
Bahrain,53,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,98.452,47.85,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,8,0,0
Bahrain,54,LAT,841,Williams,Mercedes M13 E,20,93.634,18.0,98.707,51.128,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,9,0,0
Bahrain,55,LAT,841,Williams,Mercedes M13 E,20,93.634,17.0,99.119,54.82,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,10,0,0
Bahrain,56,LAT,841,Williams,Mercedes M13 E,20,93.634,17.0,99.145,58.292,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,11,0,0
Bahrain,57,LAT,841,Williams,Mercedes M13 E,20,93.634,16.0,99.876,61.795,16,0,31.141,42.455,23.934,97.53,235.2,257.8,288.7,314.3,Softused,0.0,1,1,12,0,0
Bahrain,0,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,17.0,0.0,0.0,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,0,0,19
Bahrain,1,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,15.0,109.698,10.628,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,1,0,19
Bahrain,2,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,15.0,101.077,13.852,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,2,0,19
Bahrain,3,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,15.0,100.638,16.218,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,3,0,19
Bahrain,4,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,15.0,101.189,18.993,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,4,0,19
Bahrain,5,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,16.0,102.49,23.012,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,5,0,19
Bahrain,6,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,16.0,101.995,26.295,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,6,0,19
Bahrain,7,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,16.0,101.912,29.372,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,7,0,19
Bahrain,8,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,16.0,102.177,32.598,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,8,0,19
Bahrain,9,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,17.0,103.773,37.564,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,9,0,19
Bahrain,10,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,17.0,103.228,41.669,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,10,0,19
Bahrain,11,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,17.0,102.603,44.966,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,11,0,19
Bahrain,12,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,15.0,102.821,48.531,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,12,0,19
Bahrain,13,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,15.0,101.942,51.194,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,13,0,19
Bahrain,14,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,15.0,102.959,54.524,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,14,0,19
Bahrain,15,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,13.0,102.819,55.302,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,15,0,19
Bahrain,16,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,12.0,103.615,41.257,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,16,0,19
Bahrain,17,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,15.0,104.45,48.187,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,17,0,19
Bahrain,18,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,17.0,103.59,54.143,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,18,0,19
Bahrain,19,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,17.0,105.242,61.977,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,27.365,1,0,0,1,37
Bahrain,20,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,123.711,88.126,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,1,0,37
Bahrain,21,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,99.18,89.499,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,2,0,37
Bahrain,22,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,99.307,91.054,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,3,0,37
Bahrain,23,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,99.22,92.5,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,4,0,37
Bahrain,24,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,99.307,93.894,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,5,0,37
Bahrain,25,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,19.0,99.689,95.522,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,6,0,37
Bahrain,26,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,19.0,99.506,96.657,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,7,0,37
Bahrain,27,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,19.0,99.84,97.712,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,8,0,37
Bahrain,28,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,19.0,102.651,101.312,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,9,0,37
Bahrain,29,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,19.0,102.181,104.606,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,10,0,37
Bahrain,30,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,19.0,100.473,105.735,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,11,0,37
Bahrain,31,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,19.0,100.483,104.663,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,12,0,37
Bahrain,32,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,18.0,101.036,98.249,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,13,0,37
Bahrain,33,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,18.0,100.07,96.404,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,14,0,37
Bahrain,34,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,18.0,104.369,100.74,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,15,0,37
Bahrain,35,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,18.0,100.815,105.054,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,16,0,37
Bahrain,36,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,17.0,100.658,109.151,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,0.0,1,0,17,0,37
Bahrain,37,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,17.0,103.481,115.969,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Mediumnew,26.712,2,0,0,1,44
Bahrain,38,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,122.368,141.714,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Mediumnew,0.0,2,0,1,0,44
Bahrain,39,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,98.819,143.594,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Mediumnew,0.0,2,0,2,0,44
Bahrain,40,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,98.751,145.538,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Mediumnew,0.0,2,0,3,0,44
Bahrain,41,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,98.361,146.855,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Mediumnew,0.0,2,0,4,0,44
Bahrain,42,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,99.671,149.486,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Mediumnew,0.0,2,0,5,0,44
Bahrain,43,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,100.222,152.362,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Mediumnew,0.0,2,0,6,0,44
Bahrain,44,HUL,564,Aston Martin,Mercedes M13 E,17,92.777,20.0,113.374,168.227,17,0,31.114,42.491,24.211,97.816,232.2,259.1,287.7,319.5,Softnew,25.748,1,0,0,1,0
