race,lap,short_name,id,team,engine,grid_position,quali_time,lap_position,lap_time,gap_to_leader,position,points,fastest_s1,fastest_s2,fastest_s3,ideal_time,s1_speed,s2_speed,s3_speed,speed_trap,tyre,pit_time,tyre_num,used,tyre_age,pit_this_lap,next_pit,soft,medium,hard,total_laps,lap_pcts,tyre_age_pct,next_pit_pcts,distances
Belgian,20,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.208,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,5,0,30,0,1,0,44.0,0.45454545454545453,0.11363636363636363,0.6818181818181818,7004
Belgian,21,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.175,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,6,0,30,0,1,0,44.0,0.4772727272727273,0.13636363636363635,0.6818181818181818,7004
Belgian,22,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.382,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,7,0,30,0,1,0,44.0,0.5,0.1590909090909091,0.6818181818181818,7004
Belgian,23,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.273,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,8,0,30,0,1,0,44.0,0.5227272727272727,0.18181818181818182,0.6818181818181818,7004
Belgian,24,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.467,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,9,0,30,0,1,0,44.0,0.5454545454545454,0.20454545454545456,0.6818181818181818,7004
Belgian,25,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.555,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,10,0,30,0,1,0,44.0,0.5681818181818182,0.22727272727272727,0.6818181818181818,7004
Belgian,26,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.526,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,11,0,30,0,1,0,44.0,0.5909090909090909,0.25,0.6818181818181818,7004
Belgian,27,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.869,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,12,0,30,0,1,0,44.0,0.6136363636363636,0.2727272727272727,0.6818181818181818,7004
Belgian,28,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.71,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,13,0,30,0,1,0,44.0,0.6363636363636364,0.29545454545454547,0.6818181818181818,7004
Belgian,29,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,112.762,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,14,0,30,0,1,0,44.0,0.6590909090909091,0.3181818181818182,0.6818181818181818,7004
Belgian,30,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,117.131,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,0,1,0,0,1,0,44.0,0.6818181818181818,0.0,0.0,7004
Belgian,31,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,123.664,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,22.322,2,0,1,0,0,0,1,0,44.0,0.7045454545454546,0.022727272727272728,0.0,7004
Belgian,32,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,109.354,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,2,0,0,0,1,0,44.0,0.7272727272727273,0.045454545454545456,0.0,7004
Belgian,33,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,111.144,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,3,0,0,0,1,0,44.0,0.75,0.06818181818181818,0.0,7004
Belgian,34,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,111.034,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,4,0,0,0,1,0,44.0,0.7727272727272727,0.09090909090909091,0.0,7004
Belgian,35,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,111.469,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,5,0,0,0,1,0,44.0,0.7954545454545454,0.11363636363636363,0.0,7004
Belgian,36,VER,821,Red Bull,Red Bull RBPTH001,14,103.665,1.0,111.551,0.0,1 +13,26,31.597,47.81,29.864,109.271,342.2,199.7,217.2,313.8,Mediumnew,0.0,2,0,6,0,0,0,1,0,44.0,0.8181818181818182,0.13636363636363635,0.0,7004
